USO,GLD,SPY,QQQ
116.0,114.58999633789062,256.5648498535156,175.18917846679688
115.44000244140625,113.68000030517578,256.6888122558594,175.44580078125
117.27999877929688,114.19999694824219,258.0700378417969,177.4700469970703
118.0,113.63999938964844,257.0252990722656,177.1564178466797
117.68000030517578,113.51000213623047,257.0341491699219,177.38446044921875
116.63999938964844,112.93000030517578,256.5914001464844,176.6242218017578
115.91999816894531,113.31999969482422,255.90078735351562,174.34335327148438
114.4000015258789,113.54000091552734,255.13055419921875,172.7847442626953
114.23999786376953,113.2300033569336,254.63475036621094,172.11949157714844
113.68000030517578,113.1500015258789,255.07733154296875,172.69923400878906
116.80000305175781,113.22000122070312,255.91851806640625,174.02969360351562
118.23999786376953,114.16999816894531,255.98049926757812,173.51654052734375
115.91999816894531,113.76000213623047,257.4944763183594,175.3697052001953
116.0,113.0199966430664,257.5387878417969,174.85653686523438
115.76000213623047,113.61000061035156,256.1753234863281,172.33810424804688
117.5199966430664,113.44000244140625,257.5654296875,173.76361083984375
119.5199966430664,113.87999725341797,257.8398132324219,173.6305694580078
118.4000015258789,114.2699966430664,259.9293212890625,175.55029296875
119.68000030517578,113.48999786376953,259.6918640136719,174.59043884277344
122.0,113.47000122070312,258.8291015625,175.07598876953125
122.16000366210938,113.6500015258789,258.5889587402344,175.31402587890625
120.87999725341797,113.05000305175781,257.8152770996094,175.43775939941406
122.08000183105469,112.05000305175781,258.53570556640625,176.92303466796875
124.16000366210938,112.76000213623047,258.56231689453125,176.88490295410156
127.5999984741211,112.56999969482422,259.4605712890625,177.24673461914062
126.95999908447266,113.87000274658203,259.309326171875,176.8468475341797
128.63999938964844,113.41999816894531,259.45172119140625,177.03726196289062
125.91999816894531,113.4800033569336,257.4238586425781,173.63836669921875
125.5199966430664,113.80000305175781,255.98309326171875,171.5152587890625
125.44000244140625,112.54000091552734,255.98309326171875,170.4679412841797
126.55999755859375,112.5999984741211,255.60952758789062,171.02015686035156
123.04000091552734,112.87999725341797,247.51614379882812,163.49884033203125
119.5999984741211,115.77999877929688,242.06423950195312,161.47096252441406
120.95999908447266,115.2300033569336,245.42613220214844,165.96469116210938
121.04000091552734,116.0,244.0474853515625,163.955810546875
121.5199966430664,115.80000305175781,249.38385009765625,168.72572326660156
118.55999755859375,115.79000091552734,249.4282684326172,168.7923126220703
116.4800033569336,115.91999816894531,245.82626342773438,164.8792724609375
117.76000213623047,116.01000213623047,245.6929168701172,164.7270050048828
117.91999816894531,115.70999908447266,244.59010314941406,165.5742950439453
112.31999969482422,116.38999938964844,243.34486389160156,164.96502685546875
112.4000015258789,116.66000366210938,235.971923828125,157.41513061523438
113.68000030517578,116.4000015258789,240.2053985595703,162.86094665527344
114.63999938964844,116.7699966430664,235.9807891845703,158.671875
112.87999725341797,116.30999755859375,234.67340087890625,155.4062042236328
112.23999786376953,115.80000305175781,238.15090942382812,157.96734619140625
110.31999969482422,115.1500015258789,240.6945343017578,161.68031311035156
107.68000030517578,116.62999725341797,243.2559051513672,163.8130645751953
106.4800033569336,116.6500015258789,241.8152618408203,161.2614288330078
106.4000015258789,116.37000274658203,243.1492156982422,160.86158752441406
105.44000244140625,116.04000091552734,244.68788146972656,162.0802459716797
104.4800033569336,116.02999877929688,249.92636108398438,167.16432189941406
102.72000122070312,115.77999877929688,249.47276306152344,166.09799194335938
101.5999984741211,114.4800033569336,247.03582763671875,163.2988739013672
99.83999633789062,113.66000366210938,242.41990661621094,158.35768127441406
93.5199966430664,113.69999694824219,241.96630859375,158.49093627929688
95.5999984741211,114.63999938964844,240.31214904785156,157.2817840576172
95.83999633789062,114.7699966430664,242.82015991210938,160.0332489013672
96.55999755859375,115.62000274658203,243.45167541503906,159.47158813476562
97.12000274658203,115.66999816894531,239.33380126953125,154.29232788085938
90.16000366210938,115.66999816894531,234.90460205078125,151.5313262939453
92.16000366210938,115.86000061035156,235.70510864257812,152.68336486816406
